PMID,Study_Type,variable,section,r1,r2,adjTA,adjYA,p2,final,source,status,phase1,verdict
STUDY-0677,Causal,causal_conf_var_det,Causal,No adjustment for baseline and time-varying confounding was done,No adjustment for baseline and time-varying confounding was done,NA,NA,NA,No adjustment for baseline and time-varying confounding was done,agreed,Reviewers agreed,NA,NA
STUDY-0677,Causal,causal_miss_exposure,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0677,Causal,causal_hand_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0677,Causal,causal_hand_miss_outcom,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,recusal,Shared,"No, I do not wish to recuse myself.","No, I do not wish to recuse myself.",NA,NA,NA,"No, I do not wish to recuse myself.",agreed,Reviewers agreed,NA,NA
STUDY-0110,Predictive,task,Shared,Predictive,Predictive,NA,NA,NA,Predictive,agreed,Reviewers agreed,NA,NA
STUDY-0110,Predictive,descriptive_design,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,descriptive_pop,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,descriptive_sampling,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,descriptive_sample_size,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,descriptive_acc_sampl,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,descriptive_sample_ach,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,descriptive_base_sel,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,descriptive_outcome_type,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,descriptive_val_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,descriptive_out_bias_acc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,descriptive_miss_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,descriptive_hand_miss_outcom,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,descriptive_err_disc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,descriptive_confl_task,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,predictive_design,Predictive,Diagnostic,Diagnostic,NA,NA,NA,Diagnostic,agreed,Reviewers agreed,NA,NA
STUDY-0110,Predictive,predictive_pop,Predictive,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0110,Predictive,causal_design,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_pop,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_sampling,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_sample_size,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_acc_sampl,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_sample_ach,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_base_sel,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_comp_dis,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_follow,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_ltfu_bias,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_ltfu_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_exposure_type,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_val_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_diff_or_nondiff_exp,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_exp_bias_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_outcome_type,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_val_outcome,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_diff_or_nondiff_out,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_out_bias_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_dep_or_indep_misc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_base_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_time_verying,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_tv_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_conf_var_det,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_hand_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_miss_outcome,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_hand_miss_outcom,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0110,Predictive,causal_err_disc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,recusal,Shared,"No, I do not wish to recuse myself.","No, I do not wish to recuse myself.",NA,NA,NA,"No, I do not wish to recuse myself.",agreed,Reviewers agreed,NA,NA
STUDY-0280,Descriptive,task,Shared,Descriptive,Descriptive,NA,NA,NA,Descriptive,agreed,Reviewers agreed,NA,NA
STUDY-0280,Descriptive,descriptive_design,Descriptive,Cohort,Cohort,NA,NA,NA,Cohort,agreed,Reviewers agreed,NA,NA
STUDY-0280,Descriptive,descriptive_pop,Descriptive,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0280,Descriptive,descriptive_sampling,Descriptive,Whole population was invited (no sample was taken),Whole population was invited (no sample was taken),NA,NA,NA,Whole population was invited (no sample was taken),agreed,Reviewers agreed,NA,NA
STUDY-0280,Descriptive,descriptive_sample_size,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,descriptive_acc_sampl,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,descriptive_sample_ach,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,descriptive_base_sel,Descriptive,No baseline selection bias from investigator,No baseline selection bias from investigator,NA,NA,NA,No baseline selection bias from investigator,agreed,Reviewers agreed,NA,NA
STUDY-0280,Descriptive,descriptive_out_bias_acc,Descriptive,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0280,Descriptive,predictive_design,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,predictive_pop,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_design,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_pop,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_sampling,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_sample_size,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_acc_sampl,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_sample_ach,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_base_sel,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_comp_dis,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_follow,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_ltfu_bias,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_ltfu_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_exposure_type,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_val_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_diff_or_nondiff_exp,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_exp_bias_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_outcome_type,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_val_outcome,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_diff_or_nondiff_out,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_out_bias_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_dep_or_indep_misc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_base_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_time_verying,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_tv_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_conf_var_det,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_hand_miss_exposure,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_miss_outcome,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_hand_miss_outcom,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0280,Descriptive,causal_err_disc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,recusal,Shared,"No, I do not wish to recuse myself.","No, I do not wish to recuse myself.",NA,NA,NA,"No, I do not wish to recuse myself.",agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,task,Shared,Causal,Causal,NA,NA,NA,Causal,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,descriptive_design,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,descriptive_pop,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,descriptive_sampling,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,descriptive_sample_size,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,descriptive_acc_sampl,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,descriptive_sample_ach,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,descriptive_base_sel,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,descriptive_outcome_type,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,descriptive_val_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,descriptive_out_bias_acc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,descriptive_miss_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,descriptive_hand_miss_outcom,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,descriptive_err_disc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,descriptive_confl_task,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,predictive_design,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,predictive_pop,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,causal_design,Causal,Cross-sectional,Cross-sectional,NA,NA,NA,Cross-sectional,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_pop,Causal,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_sampling,Causal,Non-random,Non-random,NA,NA,NA,Non-random,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_sample_size,Causal,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_acc_sampl,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_base_sel,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_comp_dis,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_follow,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_ltfu_bias,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,causal_ltfu_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,causal_exposure_type,Causal,Objective,Objective,NA,NA,NA,Objective,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_diff_or_nondiff_exp,Causal,Non-differential with respect to the outcome,Non-differential with respect to the outcome,NA,NA,NA,Non-differential with respect to the outcome,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_exp_bias_acc,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_outcome_type,Causal,Objective,Objective,NA,NA,NA,Objective,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_out_bias_acc,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_dep_or_indep_misc,Causal,Independent,Independent,NA,NA,NA,Independent,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_base_conf_meth,Causal,No adjustment for baseline confounding was done,No adjustment for baseline confounding was done,NA,NA,NA,No adjustment for baseline confounding was done,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_time_verying,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_tv_conf_meth,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0434,Causal,causal_miss_outcome,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0434,Causal,causal_hand_miss_outcom,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,recusal,Shared,"No, I do not wish to recuse myself.","No, I do not wish to recuse myself.",NA,NA,NA,"No, I do not wish to recuse myself.",agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,task,Shared,Causal,Causal,NA,NA,NA,Causal,agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,descriptive_design,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,descriptive_pop,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,descriptive_sampling,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,descriptive_sample_size,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,descriptive_acc_sampl,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,descriptive_sample_ach,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,descriptive_base_sel,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,descriptive_outcome_type,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,descriptive_val_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,descriptive_out_bias_acc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,descriptive_miss_outcome,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,descriptive_hand_miss_outcom,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,descriptive_err_disc,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,descriptive_confl_task,Descriptive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,predictive_design,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,predictive_pop,Predictive,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,causal_design,Causal,Cohort (including clinical trials without randomization),Cohort (including clinical trials without randomization),NA,NA,NA,Cohort (including clinical trials without randomization),agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,causal_pop,Causal,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,causal_sampling,Causal,Non-random,Non-random,NA,NA,NA,Non-random,agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,causal_sample_size,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,causal_acc_sampl,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,causal_sample_ach,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,causal_base_sel,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,causal_comp_dis,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,causal_follow,Causal,Yes,Yes,NA,NA,NA,Yes,agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,causal_ltfu_bias,Causal,Not reported or unknown,Not reported or unknown,NA,NA,NA,Not reported or unknown,agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,causal_ltfu_acc,Causal,NA,NA,NA,NA,NA,,agreed,Not applicable to either reviewer,NA,NA
STUDY-0237,Causal,causal_exposure_type,Causal,Objective,Objective,NA,NA,NA,Objective,agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,causal_val_exposure,Causal,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",NA,NA,NA,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,causal_diff_or_nondiff_exp,Causal,Non-differential with respect to the outcome,Non-differential with respect to the outcome,NA,NA,NA,Non-differential with respect to the outcome,agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,causal_exp_bias_acc,Causal,No,No,NA,NA,NA,No,agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,causal_outcome_type,Causal,Objective,Objective,NA,NA,NA,Objective,agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,causal_val_outcome,Causal,"This type of objective measurement does not usually require validation (e.g., surgical intervention)","This type of objective measurement does not usually require validation (e.g., surgical intervention)",NA,NA,NA,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",agreed,Reviewers agreed,NA,NA
STUDY-0237,Causal,causal_diff_or_nondiff_out,Causal,Non-differential with respect to the exposure,Non-differential with respect to the exposure,NA,NA,NA,Non-differential with respect to the exposure,agreed,Reviewers agreed,NA,NA
